product_id,name,category,brand,price,rating,stock,supplier,delivery_days,warranty_months,compliance_level,description,tags
P-0240,Xiaomi Ergo Tablet 114,Tablet,Xiaomi,772.68,4.7,81,Fabrikam Procurement,11,48,Business,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0241,Xiaomi Secure Tablet 115,Tablet,Xiaomi,289.27,4.1,33,Northwind Office Supply,5,36,Standard,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, value"
P-0242,Apple Plus Tablet 116,Tablet,Apple,276.4,4.2,95,Contoso Business Tech,3,48,ISO-Ready,"Apple tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, value"
P-0243,Xiaomi Team Tablet 117,Tablet,Xiaomi,837.11,4.8,89,Umbrella Office Systems,2,36,Enterprise,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0244,Samsung Fleet Tablet 118,Tablet,Samsung,256.54,4.6,16,Northwind Office Supply,10,36,ISO-Ready,"Samsung tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0245,Samsung Ultra Tablet 119,Tablet,Samsung,849.23,4.4,180,Globex Workplace,1,24,Standard,"Samsung tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0246,Apple Ergo Tablet 120,Tablet,Apple,782.68,4.6,96,Fabrikam Procurement,11,36,Business,"Apple tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0247,Microsoft Essential Tablet 121,Tablet,Microsoft,320.27,4.5,239,Globex Workplace,5,24,Standard,"Microsoft tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, fast-delivery, high-rating"
P-0248,Microsoft Secure Tablet 122,Tablet,Microsoft,273.48,4.1,11,Initech Corporate Supply,7,48,Enterprise,"Microsoft tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
P-0249,Xiaomi Ergo Tablet 123,Tablet,Xiaomi,401.35,4.1,75,Initech Corporate Supply,11,36,Enterprise,"Xiaomi tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, value"
P-0250,Samsung Plus Tablet 124,Tablet,Samsung,831.5,4.8,207,Contoso Business Tech,11,36,Standard,"Samsung tablet for enterprise procurement, team onboarding and managed office equipment refreshes.","tablet, office, enterprise, standard-delivery, high-rating"
P-0251,Cisco Team Router 100,Router,Cisco,453.67,3.8,226,Fabrikam Procurement,12,48,Eco-Preferred,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0252,Cisco Fleet Router 101,Router,Cisco,71.37,4.4,198,Contoso Business Tech,9,36,Enterprise,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0253,Cisco Pro Router 102,Router,Cisco,96.9,4.0,205,Contoso Business Tech,12,36,Business,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0254,Netgear Plus Router 103,Router,Netgear,337.66,4.8,189,Globex Workplace,1,36,ISO-Ready,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0255,TP-Link Ergo Router 104,Router,TP-Link,213.34,4.1,145,Umbrella Office Systems,9,48,Enterprise,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0256,TP-Link Team Router 105,Router,TP-Link,420.18,4.8,100,Umbrella Office Systems,2,36,Eco-Preferred,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0257,Netgear Ultra Router 106,Router,Netgear,128.34,4.3,47,Globex Workplace,8,36,ISO-Ready,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0258,Netgear Pro Router 107,Router,Netgear,338.89,3.9,51,Umbrella Office Systems,7,12,Enterprise,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0259,Cisco Essential Router 108,Router,Cisco,195.93,4.4,191,Contoso Business Tech,12,12,Eco-Preferred,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0260,Netgear Pro Router 109,Router,Netgear,452.75,4.7,156,Contoso Business Tech,7,48,Eco-Preferred,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0261,Asus Plus Router 110,Router,Asus,159.74,4.7,30,Northwind Office Supply,10,24,Business,"Asus router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0262,Cisco Plus Router 111,Router,Cisco,392.55,4.5,174,Fabrikam Procurement,6,12,ISO-Ready,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0263,TP-Link Ultra Router 112,Router,TP-Link,84.19,4.1,204,Northwind Office Supply,12,24,ISO-Ready,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0264,Ubiquiti Pro Router 113,Router,Ubiquiti,435.74,4.5,130,Initech Corporate Supply,2,48,ISO-Ready,"Ubiquiti router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0265,Ubiquiti Ergo Router 114,Router,Ubiquiti,373.49,4.5,248,Fabrikam Procurement,4,48,ISO-Ready,"Ubiquiti router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0266,TP-Link Secure Router 115,Router,TP-Link,301.76,4.0,180,Umbrella Office Systems,9,24,Eco-Preferred,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0267,TP-Link Ergo Router 116,Router,TP-Link,361.98,4.5,258,Globex Workplace,3,48,Eco-Preferred,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0268,Ubiquiti Fleet Router 117,Router,Ubiquiti,364.87,4.2,110,Northwind Office Supply,2,48,Standard,"Ubiquiti router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, value"
P-0269,TP-Link Secure Router 118,Router,TP-Link,57.75,4.4,127,Northwind Office Supply,6,24,ISO-Ready,"TP-Link router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, high-rating"
P-0270,Cisco Plus Router 119,Router,Cisco,233.3,4.0,99,Fabrikam Procurement,12,24,ISO-Ready,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0271,Netgear Pro Router 120,Router,Netgear,356.71,4.3,252,Globex Workplace,8,24,ISO-Ready,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0272,Netgear Secure Router 121,Router,Netgear,261.98,4.2,259,Northwind Office Supply,3,24,Eco-Preferred,"Netgear router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, value"
P-0273,Cisco Plus Router 122,Router,Cisco,130.34,4.2,112,Contoso Business Tech,6,48,Eco-Preferred,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0274,Asus Plus Router 123,Router,Asus,58.5,3.8,31,Initech Corporate Supply,10,48,Enterprise,"Asus router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, standard-delivery, value"
P-0275,Cisco Ultra Router 124,Router,Cisco,406.56,4.8,74,Initech Corporate Supply,4,24,Eco-Preferred,"Cisco router for enterprise procurement, team onboarding and managed office equipment refreshes.","router, office, enterprise, fast-delivery, high-rating"
P-0276,Kingston Ergo External SSD 100,External SSD,Kingston,294.71,3.8,81,Umbrella Office Systems,9,36,Enterprise,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0277,Kingston Fleet External SSD 101,External SSD,Kingston,102.1,3.9,162,Globex Workplace,4,24,Enterprise,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0278,SanDisk Team External SSD 102,External SSD,SanDisk,59.9,4.7,149,Northwind Office Supply,6,36,Enterprise,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0279,Crucial Essential External SSD 103,External SSD,Crucial,142.58,4.1,102,Fabrikam Procurement,1,24,Standard,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0280,Crucial Fleet External SSD 104,External SSD,Crucial,199.9,4.0,48,Umbrella Office Systems,4,36,Standard,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0281,Kingston Secure External SSD 105,External SSD,Kingston,278.78,4.4,133,Contoso Business Tech,4,48,ISO-Ready,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, high-rating"
P-0282,Crucial Pro External SSD 106,External SSD,Crucial,58.0,4.6,251,Fabrikam Procurement,6,12,ISO-Ready,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0283,WD Fleet External SSD 107,External SSD,WD,78.26,4.2,153,Fabrikam Procurement,5,36,Business,"WD external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0284,Samsung Secure External SSD 108,External SSD,Samsung,248.12,4.3,215,Contoso Business Tech,5,36,Business,"Samsung external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0285,Crucial Essential External SSD 109,External SSD,Crucial,197.54,4.1,129,Globex Workplace,10,12,Enterprise,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0286,SanDisk Secure External SSD 110,External SSD,SanDisk,215.42,3.9,19,Initech Corporate Supply,3,24,Standard,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0287,Samsung Ultra External SSD 111,External SSD,Samsung,245.8,4.3,14,Umbrella Office Systems,11,12,Standard,"Samsung external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0288,Kingston Ultra External SSD 112,External SSD,Kingston,69.46,4.7,85,Contoso Business Tech,9,36,Eco-Preferred,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0289,SanDisk Ultra External SSD 113,External SSD,SanDisk,300.82,4.1,213,Initech Corporate Supply,12,48,Business,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0290,Kingston Essential External SSD 114,External SSD,Kingston,261.93,4.6,74,Fabrikam Procurement,11,24,Enterprise,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0291,SanDisk Pro External SSD 115,External SSD,SanDisk,151.53,4.0,89,Northwind Office Supply,7,48,Eco-Preferred,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0292,Crucial Secure External SSD 116,External SSD,Crucial,233.17,4.5,231,Fabrikam Procurement,11,36,Enterprise,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0293,Crucial Secure External SSD 117,External SSD,Crucial,89.16,4.3,162,Initech Corporate Supply,3,12,Business,"Crucial external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0294,Samsung Team External SSD 118,External SSD,Samsung,204.84,4.2,116,Umbrella Office Systems,5,12,Standard,"Samsung external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, value"
P-0295,Kingston Essential External SSD 119,External SSD,Kingston,209.95,4.9,247,Northwind Office Supply,8,12,Enterprise,"Kingston external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, high-rating"
P-0296,SanDisk Pro External SSD 120,External SSD,SanDisk,151.52,4.6,55,Globex Workplace,5,12,Enterprise,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, high-rating"
P-0297,SanDisk Team External SSD 121,External SSD,SanDisk,285.67,3.8,250,Umbrella Office Systems,7,24,Business,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0298,Samsung Pro External SSD 122,External SSD,Samsung,261.38,4.2,65,Fabrikam Procurement,7,24,Eco-Preferred,"Samsung external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, standard-delivery, value"
P-0299,SanDisk Pro External SSD 123,External SSD,SanDisk,154.72,4.6,177,Fabrikam Procurement,3,48,Business,"SanDisk external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, high-rating"
P-0300,WD Essential External SSD 124,External SSD,WD,123.79,4.8,109,Northwind Office Supply,5,36,ISO-Ready,"WD external ssd for enterprise procurement, team onboarding and managed office equipment refreshes.","external-ssd, office, enterprise, fast-delivery, high-rating"
P-0301,BenQ Pro Projector 100,Projector,BenQ,497.32,4.0,102,Fabrikam Procurement,12,24,Standard,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0302,BenQ Essential Projector 101,Projector,BenQ,1194.07,4.0,122,Northwind Office Supply,12,24,ISO-Ready,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0303,BenQ Team Projector 102,Projector,BenQ,415.27,4.5,151,Contoso Business Tech,1,36,ISO-Ready,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, high-rating"
P-0304,BenQ Fleet Projector 103,Projector,BenQ,948.79,4.5,130,Initech Corporate Supply,7,24,Business,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0305,ViewSonic Secure Projector 104,Projector,ViewSonic,999.83,3.9,93,Fabrikam Procurement,11,48,Eco-Preferred,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0306,BenQ Ergo Projector 105,Projector,BenQ,375.97,3.9,208,Initech Corporate Supply,6,48,Eco-Preferred,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0307,BenQ Secure Projector 106,Projector,BenQ,1075.72,4.2,16,Northwind Office Supply,2,24,Standard,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, value"
P-0308,Optoma Ergo Projector 107,Projector,Optoma,381.51,4.8,254,Northwind Office Supply,5,36,Standard,"Optoma projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, high-rating"
P-0309,Optoma Pro Projector 108,Projector,Optoma,369.67,4.0,154,Fabrikam Procurement,5,36,Standard,"Optoma projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, value"
P-0310,ViewSonic Plus Projector 109,Projector,ViewSonic,404.15,4.5,124,Umbrella Office Systems,8,36,Business,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0311,Epson Ergo Projector 110,Projector,Epson,1046.31,4.5,213,Globex Workplace,8,36,Eco-Preferred,"Epson projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0312,ViewSonic Fleet Projector 111,Projector,ViewSonic,413.81,4.8,11,Initech Corporate Supply,1,12,Eco-Preferred,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, high-rating"
P-0313,Anker Team Projector 112,Projector,Anker,1062.28,4.3,196,Contoso Business Tech,11,48,Enterprise,"Anker projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0314,BenQ Plus Projector 113,Projector,BenQ,506.29,4.3,252,Fabrikam Procurement,1,12,Standard,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, value"
P-0315,Optoma Plus Projector 114,Projector,Optoma,1070.58,4.6,59,Fabrikam Procurement,6,48,Standard,"Optoma projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0316,ViewSonic Secure Projector 115,Projector,ViewSonic,610.47,4.6,143,Contoso Business Tech,9,36,Standard,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0317,ViewSonic Secure Projector 116,Projector,ViewSonic,455.01,4.4,50,Contoso Business Tech,7,48,ISO-Ready,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0318,Epson Essential Projector 117,Projector,Epson,426.51,3.8,254,Fabrikam Procurement,12,36,ISO-Ready,"Epson projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0319,Anker Ultra Projector 118,Projector,Anker,1109.04,4.3,150,Northwind Office Supply,5,12,Enterprise,"Anker projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, value"
P-0320,Epson Fleet Projector 119,Projector,Epson,573.75,3.9,208,Globex Workplace,2,48,Enterprise,"Epson projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, value"
P-0321,BenQ Ultra Projector 120,Projector,BenQ,752.96,4.5,248,Umbrella Office Systems,2,48,Business,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, fast-delivery, high-rating"
P-0322,ViewSonic Fleet Projector 121,Projector,ViewSonic,916.67,3.8,211,Contoso Business Tech,8,12,Standard,"ViewSonic projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0323,BenQ Ultra Projector 122,Projector,BenQ,776.29,4.7,26,Globex Workplace,9,12,Business,"BenQ projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, high-rating"
P-0324,Anker Plus Projector 123,Projector,Anker,606.96,4.1,151,Umbrella Office Systems,12,48,Eco-Preferred,"Anker projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0325,Optoma Ultra Projector 124,Projector,Optoma,1203.46,4.1,91,Umbrella Office Systems,12,12,Enterprise,"Optoma projector for enterprise procurement, team onboarding and managed office equipment refreshes.","projector, office, enterprise, standard-delivery, value"
P-0326,Poly Plus Conference Speaker 100,Conference Speaker,Poly,302.59,4.1,23,Umbrella Office Systems,6,36,ISO-Ready,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0327,Yealink Essential Conference Speaker 101,Conference Speaker,Yealink,162.8,4.3,116,Initech Corporate Supply,8,24,ISO-Ready,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0328,Anker Ergo Conference Speaker 102,Conference Speaker,Anker,80.43,4.3,236,Umbrella Office Systems,7,36,ISO-Ready,"Anker conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0329,Poly Plus Conference Speaker 103,Conference Speaker,Poly,364.29,4.4,16,Northwind Office Supply,6,12,ISO-Ready,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0330,Yealink Pro Conference Speaker 104,Conference Speaker,Yealink,429.03,4.7,88,Globex Workplace,10,36,Business,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0331,Poly Ergo Conference Speaker 105,Conference Speaker,Poly,258.15,4.1,117,Northwind Office Supply,4,12,Business,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0332,Yealink Ergo Conference Speaker 106,Conference Speaker,Yealink,296.04,4.7,17,Northwind Office Supply,3,36,Business,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, high-rating"
P-0333,Poly Ultra Conference Speaker 107,Conference Speaker,Poly,167.23,4.6,149,Fabrikam Procurement,8,24,Business,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0334,Yealink Essential Conference Speaker 108,Conference Speaker,Yealink,271.38,4.1,59,Contoso Business Tech,8,12,Eco-Preferred,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0335,Logitech Ergo Conference Speaker 109,Conference Speaker,Logitech,347.56,4.3,252,Umbrella Office Systems,12,36,Enterprise,"Logitech conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0336,Yealink Team Conference Speaker 110,Conference Speaker,Yealink,397.83,4.1,157,Contoso Business Tech,8,36,Eco-Preferred,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0337,Logitech Ultra Conference Speaker 111,Conference Speaker,Logitech,315.69,3.9,92,Umbrella Office Systems,5,48,Business,"Logitech conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0338,Logitech Essential Conference Speaker 112,Conference Speaker,Logitech,206.01,4.6,93,Fabrikam Procurement,5,12,Enterprise,"Logitech conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, high-rating"
P-0339,Anker Fleet Conference Speaker 113,Conference Speaker,Anker,198.81,4.9,200,Umbrella Office Systems,4,12,Business,"Anker conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, high-rating"
P-0340,Jabra Secure Conference Speaker 114,Conference Speaker,Jabra,157.88,4.4,38,Fabrikam Procurement,8,24,Standard,"Jabra conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0341,Poly Fleet Conference Speaker 115,Conference Speaker,Poly,97.8,4.4,198,Globex Workplace,4,36,Business,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, high-rating"
P-0342,Jabra Essential Conference Speaker 116,Conference Speaker,Jabra,175.86,4.8,176,Northwind Office Supply,11,48,Business,"Jabra conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0343,Anker Fleet Conference Speaker 117,Conference Speaker,Anker,323.91,4.3,30,Umbrella Office Systems,4,36,Eco-Preferred,"Anker conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0344,Yealink Team Conference Speaker 118,Conference Speaker,Yealink,374.05,4.0,123,Initech Corporate Supply,1,12,Eco-Preferred,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0345,Poly Essential Conference Speaker 119,Conference Speaker,Poly,393.29,3.8,142,Globex Workplace,2,36,ISO-Ready,"Poly conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0346,Yealink Team Conference Speaker 120,Conference Speaker,Yealink,152.08,3.8,145,Northwind Office Supply,9,36,Enterprise,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0347,Yealink Pro Conference Speaker 121,Conference Speaker,Yealink,282.21,4.0,168,Northwind Office Supply,12,36,Enterprise,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, value"
P-0348,Yealink Pro Conference Speaker 122,Conference Speaker,Yealink,421.29,4.1,40,Initech Corporate Supply,5,36,Business,"Yealink conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, value"
P-0349,Jabra Essential Conference Speaker 123,Conference Speaker,Jabra,378.97,4.7,237,Globex Workplace,5,36,Enterprise,"Jabra conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, fast-delivery, high-rating"
P-0350,Jabra Team Conference Speaker 124,Conference Speaker,Jabra,266.97,4.5,258,Umbrella Office Systems,10,48,Eco-Preferred,"Jabra conference speaker for enterprise procurement, team onboarding and managed office equipment refreshes.","conference-speaker, office, enterprise, standard-delivery, high-rating"
P-0351,FlexiSpot Essential Standing Desk 100,Standing Desk,FlexiSpot,913.57,4.7,54,Contoso Business Tech,9,24,ISO-Ready,"FlexiSpot standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0352,Uplift Ultra Standing Desk 101,Standing Desk,Uplift,329.39,4.9,167,Umbrella Office Systems,6,24,Enterprise,"Uplift standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0353,Vari Secure Standing Desk 102,Standing Desk,Vari,584.09,4.8,232,Globex Workplace,6,12,Standard,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
P-0354,Branch Team Standing Desk 103,Standing Desk,Branch,795.49,4.0,170,Globex Workplace,10,12,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, value"
P-0355,Branch Fleet Standing Desk 104,Standing Desk,Branch,535.98,4.9,116,Globex Workplace,5,24,Business,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, fast-delivery, high-rating"
P-0356,Vari Fleet Standing Desk 105,Standing Desk,Vari,336.66,3.9,76,Globex Workplace,10,12,Standard,"Vari standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, value"
P-0357,Branch Pro Standing Desk 106,Standing Desk,Branch,795.21,4.4,27,Northwind Office Supply,10,36,Enterprise,"Branch standing desk for enterprise procurement, team onboarding and managed office equipment refreshes.","standing-desk, office, enterprise, standard-delivery, high-rating"
